osm_id,composite_risk,priority,other_feature_recommendation
109729822,0.28497809409994496,False,Intervene due to high lanes
89463488,0.27189335036526907,False,Intervene due to high lanes
29369627,0.24136296420134318,False,Intervene due to high lanes
152947843,0.2070314993304071,False,Intervene due to high lanes
13845243,0.9105962712264987,True,Intervene due to high lanes
245824798,0.22035048960463188,False,Intervene due to high lanes
153147575,0.2138275222519597,False,Intervene due to high lanes
104091025,0.2978242518941262,False,Intervene due to high lanes
167433014,0.2710659157381783,False,Intervene due to high lanes
88191120,0.2659404985891242,False,Intervene due to high lanes
4928819,0.254630911021183,False,Intervene due to high lanes
53309220,0.21408263542881803,False,Intervene due to high lanes
396411283,0.24528787018889506,False,Intervene due to high lanes
1320022131,0.3028134125800602,False,Intervene due to high lanes
4910954,0.22518631894288263,False,Intervene due to high lanes
23949741,0.6849300610638963,True,Intervene due to high lanes
1291907136,0.22763210744991635,False,Intervene due to high lanes
112703219,0.3559064906672068,False,Intervene due to high lanes
